excerpt,author,book
"“Is she _here?_” Miles panted as he caught with his sealed eyes the
direction of my words. Then as his strange “she” staggered me and, with
a gasp, I echoed it, “Miss Jessel, Miss Jessel!” he with a sudden fury
gave me back. I seized, stupefied, his supposition—some sequel to what we had done to
Flora, but this made me only want to show him that it was better still
than that. “It’s not Miss Jessel! But it’s at the window—straight
before us. It’s _there_—the coward horror, there for the last time!” At this, after a second in which his head made the movement of a
baffled dog’s on a scent and then gave a frantic little shake for air
and light, he was at me in a white rage, bewildered, glaring vainly
over the place and missing wholly, though it now, to my sense, filled
the room like the taste of poison, the wide, overwhelming presence.
“It’s _he?_” I was so determined to have all my proof that I flashed into ice to
challenge him. “Whom do you mean by ‘he’?”",Henry James,james_turn_of_the_screw
"“No, they were not in mine!” she roundly and distressfully returned.
“The master believed in him and placed him here because he was supposed
not to be well and the country air so good for him. So he had
everything to say. Yes”—she let me have it—“even about _them_.” “Them—that creature?” I had to smother a kind of howl. “And you could
bear it!” “No. I couldn’t—and I can’t now!” And the poor woman burst into tears. A rigid control, from the next day, was, as I have said, to follow
them; yet how often and how passionately, for a week, we came back
together to the subject! Much as we had discussed it that Sunday night,
I was, in the immediate later hours in especial—for it may be imagined
whether I slept—still haunted with the shadow of something she had not
told me. I myself had kept back nothing, but there was a word Mrs.
Grose had kept back. I was sure, moreover, by morning, that this was
not from a failure of frankness, but because on every side there were
fears. It seems to me indeed, in retrospect, that by the time the
morrow’s sun was high I had restlessly read into the fact before us
almost all the meaning they were to receive from subsequent and more
cruel occurrences. What they gave me above all was just the sinister
figure of the living man—the dead one would keep awhile!—and of the
months he had continuously passed at Bly, which, added up, made a
formidable stretch. The limit of this evil time had arrived only when,
on the dawn of a winter’s morning, Peter Quint was found, by a laborer
going to early work, stone dead on the road from the village: a
catastrophe explained—superficially at least—by a visible wound to his
head; such a wound as might have been produced—and as, on the final
evidence, _had_ been—by a fatal slip, in the dark and after leaving the
public house, on the steepish icy slope, a wrong path altogether, at
the bottom of which he lay. The icy slope, the turn mistaken at night
and in liquor, accounted for much—practically, in the end and after the
inquest and boundless chatter, for everything; but there had been
matters in his life—strange passages and perils, secret disorders,
vices more than suspected—that would have accounted for a good deal
more.",Henry James,james_turn_of_the_screw
"“Your loyalty, to begin with. And then Miles’s.” She looked at me hard. “Do you think he—?” “Won’t, if he has the chance, turn on me? Yes, I venture still to think
it. At all events, I want to try. Get off with his sister as soon as
possible and leave me with him alone.” I was amazed, myself, at the
spirit I had still in reserve, and therefore perhaps a trifle the more
disconcerted at the way in which, in spite of this fine example of it,
she hesitated. “There’s one thing, of course,” I went on: “they
mustn’t, before she goes, see each other for three seconds.” Then it
came over me that, in spite of Flora’s presumable sequestration from
the instant of her return from the pool, it might already be too late.
“Do you mean,” I anxiously asked, “that they _have_ met?” At this she quite flushed. “Ah, miss, I’m not such a fool as that! If
I’ve been obliged to leave her three or four times, it has been each
time with one of the maids, and at present, though she’s alone, she’s
locked in safe. And yet—and yet!” There were too many things.",Henry James,james_turn_of_the_screw
"“It was I who blew it, dear!” said Miles. The next day, after lessons, Mrs. Grose found a moment to say to me
quietly: “Have you written, miss?” “Yes—I’ve written.” But I didn’t add—for the hour—that my letter,
sealed and directed, was still in my pocket. There would be time enough
to send it before the messenger should go to the village. Meanwhile
there had been, on the part of my pupils, no more brilliant, more
exemplary morning. It was exactly as if they had both had at heart to
gloss over any recent little friction. They performed the dizziest
feats of arithmetic, soaring quite out of _my_ feeble range, and
perpetrated, in higher spirits than ever, geographical and historical
jokes. It was conspicuous of course in Miles in particular that he
appeared to wish to show how easily he could let me down. This child,
to my memory, really lives in a setting of beauty and misery that no
words can translate; there was a distinction all his own in every
impulse he revealed; never was a small natural creature, to the
uninitiated eye all frankness and freedom, a more ingenious, a more
extraordinary little gentleman. I had perpetually to guard against the
wonder of contemplation into which my initiated view betrayed me; to
check the irrelevant gaze and discouraged sigh in which I constantly
both attacked and renounced the enigma of what such a little gentleman
could have done that deserved a penalty. Say that, by the dark prodigy
I knew, the imagination of all evil _had_ been opened up to him: all
the justice within me ached for the proof that it could ever have
flowered into an act.",Henry James,james_turn_of_the_screw
"Of the positive identity of the apparition I would assure myself as
soon as the small clock of my courage should have ticked out the right
second; meanwhile, with an effort that was already sharp enough, I
transferred my eyes straight to little Flora, who, at the moment, was
about ten yards away. My heart had stood still for an instant with the
wonder and terror of the question whether she too would see; and I held
my breath while I waited for what a cry from her, what some sudden
innocent sign either of interest or of alarm, would tell me. I waited,
but nothing came; then, in the first place—and there is something more
dire in this, I feel, than in anything I have to relate—I was
determined by a sense that, within a minute, all sounds from her had
previously dropped; and, in the second, by the circumstance that, also
within the minute, she had, in her play, turned her back to the water.
This was her attitude when I at last looked at her—looked with the
confirmed conviction that we were still, together, under direct
personal notice. She had picked up a small flat piece of wood, which
happened to have in it a little hole that had evidently suggested to
her the idea of sticking in another fragment that might figure as a
mast and make the thing a boat. This second morsel, as I watched her,
she was very markedly and intently attempting to tighten in its place.
My apprehension of what she was doing sustained me so that after some
seconds I felt I was ready for more. Then I again shifted my eyes—I
faced what I had to face.",Henry James,james_turn_of_the_screw
"This moment dated from an afternoon hour that I happened to spend in
the grounds with the younger of my pupils alone. We had left Miles
indoors, on the red cushion of a deep window seat; he had wished to
finish a book, and I had been glad to encourage a purpose so laudable
in a young man whose only defect was an occasional excess of the
restless. His sister, on the contrary, had been alert to come out, and
I strolled with her half an hour, seeking the shade, for the sun was
still high and the day exceptionally warm. I was aware afresh, with
her, as we went, of how, like her brother, she contrived—it was the
charming thing in both children—to let me alone without appearing to
drop me and to accompany me without appearing to surround. They were
never importunate and yet never listless. My attention to them all
really went to seeing them amuse themselves immensely without me: this
was a spectacle they seemed actively to prepare and that engaged me as
an active admirer. I walked in a world of their invention—they had no
occasion whatever to draw upon mine; so that my time was taken only
with being, for them, some remarkable person or thing that the game of
the moment required and that was merely, thanks to my superior, my
exalted stamp, a happy and highly distinguished sinecure. I forget what
I was on the present occasion; I only remember that I was something
very important and very quiet and that Flora was playing very hard. We
were on the edge of the lake, and, as we had lately begun geography,
the lake was the Sea of Azof.",Henry James,james_turn_of_the_screw
"The person it appeared least to concern proved to be, till dinner,
little Miles himself. My perambulations had given me, meanwhile, no
glimpse of him, but they had tended to make more public the change
taking place in our relation as a consequence of his having at the
piano, the day before, kept me, in Flora’s interest, so beguiled and
befooled. The stamp of publicity had of course been fully given by her
confinement and departure, and the change itself was now ushered in by
our nonobservance of the regular custom of the schoolroom. He had
already disappeared when, on my way down, I pushed open his door, and I
learned below that he had breakfasted—in the presence of a couple of
the maids—with Mrs. Grose and his sister. He had then gone out, as he
said, for a stroll; than which nothing, I reflected, could better have
expressed his frank view of the abrupt transformation of my office.
What he would not permit this office to consist of was yet to be
settled: there was a queer relief, at all events—I mean for myself in
especial—in the renouncement of one pretension. If so much had sprung
to the surface, I scarce put it too strongly in saying that what had
perhaps sprung highest was the absurdity of our prolonging the fiction
that I had anything more to teach him. It sufficiently stuck out that,
by tacit little tricks in which even more than myself he carried out
the care for my dignity, I had had to appeal to him to let me off
straining to meet him on the ground of his true capacity. He had at any
rate his freedom now; I was never to touch it again; as I had amply
shown, moreover, when, on his joining me in the schoolroom the previous
night, I had uttered, on the subject of the interval just concluded,
neither challenge nor hint. I had too much, from this moment, my other
ideas. Yet when he at last arrived, the difficulty of applying them,
the accumulations of my problem, were brought straight home to me by
the beautiful little presence on which what had occurred had as yet,
for the eye, dropped neither stain nor shadow.",Henry James,james_turn_of_the_screw
"He almost smiled at me in the desolation of his surrender, which was
indeed practically, by this time, so complete that I ought to have left
it there. But I was infatuated—I was blind with victory, though even
then the very effect that was to have brought him so much nearer was
already that of added separation. “Was it to everyone?” I asked. “No; it was only to—” But he gave a sick little headshake. “I don’t
remember their names.” “Were they then so many?” “No—only a few. Those I liked.” Those he liked? I seemed to float not into clearness, but into a darker
obscure, and within a minute there had come to me out of my very pity
the appalling alarm of his being perhaps innocent. It was for the
instant confounding and bottomless, for if he _were_ innocent, what
then on earth was _I?_ Paralyzed, while it lasted, by the mere brush of
the question, I let him go a little, so that, with a deep-drawn sigh,
he turned away from me again; which, as he faced toward the clear
window, I suffered, feeling that I had nothing now there to keep him
from. “And did they repeat what you said?” I went on after a moment.",Henry James,james_turn_of_the_screw
"I knew the next day that a letter containing the key had, by the first
post, gone off to his London apartments; but in spite of—or perhaps
just on account of—the eventual diffusion of this knowledge we quite
let him alone till after dinner, till such an hour of the evening, in
fact, as might best accord with the kind of emotion on which our hopes
were fixed. Then he became as communicative as we could desire and
indeed gave us his best reason for being so. We had it from him again
before the fire in the hall, as we had had our mild wonders of the
previous night. It appeared that the narrative he had promised to read
us really required for a proper intelligence a few words of prologue.
Let me say here distinctly, to have done with it, that this narrative,
from an exact transcript of my own made much later, is what I shall
presently give. Poor Douglas, before his death—when it was in
sight—committed to me the manuscript that reached him on the third of
these days and that, on the same spot, with immense effect, he began to
read to our hushed little circle on the night of the fourth. The
departing ladies who had said they would stay didn’t, of course, thank
heaven, stay: they departed, in consequence of arrangements made, in a
rage of curiosity, as they professed, produced by the touches with
which he had already worked us up. But that only made his little final
auditory more compact and select, kept it, round the hearth, subject to
a common thrill.",Henry James,james_turn_of_the_screw
"Transcribed here the speech sounds harmless enough, particularly as
uttered in the sweet, high, casual pipe with which, at all
interlocutors, but above all at his eternal governess, he threw off
intonations as if he were tossing roses. There was something in them
that always made one “catch,” and I caught, at any rate, now so
effectually that I stopped as short as if one of the trees of the park
had fallen across the road. There was something new, on the spot,
between us, and he was perfectly aware that I recognized it, though, to
enable me to do so, he had no need to look a whit less candid and
charming than usual. I could feel in him how he already, from my at
first finding nothing to reply, perceived the advantage he had gained.
I was so slow to find anything that he had plenty of time, after a
minute, to continue with his suggestive but inconclusive smile: “You
know, my dear, that for a fellow to be with a lady _always_—!” His “my
dear” was constantly on his lips for me, and nothing could have
expressed more the exact shade of the sentiment with which I desired to
inspire my pupils than its fond familiarity. It was so respectfully
easy.",Henry James,james_turn_of_the_screw
"“Oh, I see her perfectly from here. She resents, for all the world like
some high little personage, the imputation on her truthfulness and, as
it were, her respectability. ‘Miss Jessel indeed—_she!_’ Ah, she’s
‘respectable,’ the chit! The impression she gave me there yesterday
was, I assure you, the very strangest of all; it was quite beyond any
of the others. I _did_ put my foot in it! She’ll never speak to me
again.” Hideous and obscure as it all was, it held Mrs. Grose briefly silent;
then she granted my point with a frankness which, I made sure, had more
behind it. “I think indeed, miss, she never will. She do have a grand
manner about it!” “And that manner”—I summed it up—“is practically what’s the matter with
her now!” Oh, that manner, I could see in my visitor’s face, and not a little
else besides! “She asks me every three minutes if I think you’re coming
in.” “I see—I see.” I, too, on my side, had so much more than worked it out.
“Has she said to you since yesterday—except to repudiate her
familiarity with anything so dreadful—a single other word about Miss
Jessel?”",Henry James,james_turn_of_the_screw
"Again she considered. “Well, miss—she’s gone. I won’t tell tales.” “I quite understand your feeling,” I hastened to reply; but I thought
it, after an instant, not opposed to this concession to pursue: “Did
she die here?” I don’t know what there was in this brevity of Mrs. Grose’s that struck
me as ambiguous. “Went off to die?” Mrs. Grose looked straight out of
the window, but I felt that, hypothetically, I had a right to know what
young persons engaged for Bly were expected to do. “She was taken ill,
you mean, and went home?” “She was not taken ill, so far as appeared, in this house. She left it,
at the end of the year, to go home, as she said, for a short holiday,
to which the time she had put in had certainly given her a right. We
had then a young woman—a nursemaid who had stayed on and who was a good
girl and clever; and _she_ took the children altogether for the
interval. But our young lady never came back, and at the very moment I
was expecting her I heard from the master that she was dead.”",Henry James,james_turn_of_the_screw
"“That’s exactly what we must learn.” And I started to walk further. “By going all the way round?” “Certainly, far as it is. It will take us but ten minutes, but it’s far
enough to have made the child prefer not to walk. She went straight
over.” “Laws!” cried my friend again; the chain of my logic was ever too much
for her. It dragged her at my heels even now, and when we had got
halfway round—a devious, tiresome process, on ground much broken and by
a path choked with overgrowth—I paused to give her breath. I sustained
her with a grateful arm, assuring her that she might hugely help me;
and this started us afresh, so that in the course of but few minutes
more we reached a point from which we found the boat to be where I had
supposed it. It had been intentionally left as much as possible out of
sight and was tied to one of the stakes of a fence that came, just
there, down to the brink and that had been an assistance to
disembarking. I recognized, as I looked at the pair of short, thick
oars, quite safely drawn up, the prodigious character of the feat for a
little girl; but I had lived, by this time, too long among wonders and
had panted to too many livelier measures. There was a gate in the
fence, through which we passed, and that brought us, after a trifling
interval, more into the open. Then, “There she is!” we both exclaimed
at once.",Henry James,james_turn_of_the_screw
"In the first weeks the days were long; they often, at their finest,
gave me what I used to call my own hour, the hour when, for my pupils,
teatime and bedtime having come and gone, I had, before my final
retirement, a small interval alone. Much as I liked my companions, this
hour was the thing in the day I liked most; and I liked it best of all
when, as the light faded—or rather, I should say, the day lingered and
the last calls of the last birds sounded, in a flushed sky, from the
old trees—I could take a turn into the grounds and enjoy, almost with a
sense of property that amused and flattered me, the beauty and dignity
of the place. It was a pleasure at these moments to feel myself
tranquil and justified; doubtless, perhaps, also to reflect that by my
discretion, my quiet good sense and general high propriety, I was
giving pleasure—if he ever thought of it!—to the person to whose
pressure I had responded. What I was doing was what he had earnestly
hoped and directly asked of me, and that I _could_, after all, do it
proved even a greater joy than I had expected. I daresay I fancied
myself, in short, a remarkable young woman and took comfort in the
faith that this would more publicly appear. Well, I needed to be
remarkable to offer a front to the remarkable things that presently
gave their first sign.",Henry James,james_turn_of_the_screw
"It was not that I didn’t wait, on this occasion, for more, for I was
rooted as deeply as I was shaken. Was there a “secret” at Bly—a mystery
of Udolpho or an insane, an unmentionable relative kept in unsuspected
confinement? I can’t say how long I turned it over, or how long, in a
confusion of curiosity and dread, I remained where I had had my
collision; I only recall that when I re-entered the house darkness had
quite closed in. Agitation, in the interval, certainly had held me and
driven me, for I must, in circling about the place, have walked three
miles; but I was to be, later on, so much more overwhelmed that this
mere dawn of alarm was a comparatively human chill. The most singular
part of it, in fact—singular as the rest had been—was the part I
became, in the hall, aware of in meeting Mrs. Grose. This picture comes
back to me in the general train—the impression, as I received it on my
return, of the wide white panelled space, bright in the lamplight and
with its portraits and red carpet, and of the good surprised look of my
friend, which immediately told me she had missed me. It came to me
straightway, under her contact, that, with plain heartiness, mere
relieved anxiety at my appearance, she knew nothing whatever that could
bear upon the incident I had there ready for her. I had not suspected
in advance that her comfortable face would pull me up, and I somehow
measured the importance of what I had seen by my thus finding myself
hesitate to mention it. Scarce anything in the whole history seems to
me so odd as this fact that my real beginning of fear was one, as I may
say, with the instinct of sparing my companion. On the spot,
accordingly, in the pleasant hall and with her eyes on me, I, for a
reason that I couldn’t then have phrased, achieved an inward
resolution—offered a vague pretext for my lateness and, with the plea
of the beauty of the night and of the heavy dew and wet feet, went as
soon as possible to my room.",Henry James,james_turn_of_the_screw
"Suddenly, in these circumstances, I became aware that, on the other
side of the Sea of Azof, we had an interested spectator. The way this
knowledge gathered in me was the strangest thing in the world—the
strangest, that is, except the very much stranger in which it quickly
merged itself. I had sat down with a piece of work—for I was something
or other that could sit—on the old stone bench which overlooked the
pond; and in this position I began to take in with certitude, and yet
without direct vision, the presence, at a distance, of a third person.
The old trees, the thick shrubbery, made a great and pleasant shade,
but it was all suffused with the brightness of the hot, still hour.
There was no ambiguity in anything; none whatever, at least, in the
conviction I from one moment to another found myself forming as to what
I should see straight before me and across the lake as a consequence of
raising my eyes. They were attached at this juncture to the stitching
in which I was engaged, and I can feel once more the spasm of my effort
not to move them till I should so have steadied myself as to be able to
make up my mind what to do. There was an alien object in view—a figure
whose right of presence I instantly, passionately questioned. I
recollect counting over perfectly the possibilities, reminding myself
that nothing was more natural, for instance, than the appearance of one
of the men about the place, or even of a messenger, a postman, or a
tradesman’s boy, from the village. That reminder had as little effect
on my practical certitude as I was conscious—still even without
looking—of its having upon the character and attitude of our visitor.
Nothing was more natural than that these things should be the other
things that they absolutely were not.",Henry James,james_turn_of_the_screw
"What I had said to Mrs. Grose was true enough: there were in the matter
I had put before her depths and possibilities that I lacked resolution
to sound; so that when we met once more in the wonder of it we were of
a common mind about the duty of resistance to extravagant fancies. We
were to keep our heads if we should keep nothing else—difficult indeed
as that might be in the face of what, in our prodigious experience, was
least to be questioned. Late that night, while the house slept, we had
another talk in my room, when she went all the way with me as to its
being beyond doubt that I had seen exactly what I had seen. To hold her
perfectly in the pinch of that, I found I had only to ask her how, if I
had “made it up,” I came to be able to give, of each of the persons
appearing to me, a picture disclosing, to the last detail, their
special marks—a portrait on the exhibition of which she had instantly
recognized and named them. She wished of course—small blame to her!—to
sink the whole subject; and I was quick to assure her that my own
interest in it had now violently taken the form of a search for the way
to escape from it. I encountered her on the ground of a probability
that with recurrence—for recurrence we took for granted—I should get
used to my danger, distinctly professing that my personal exposure had
suddenly become the least of my discomforts. It was my new suspicion
that was intolerable; and yet even to this complication the later hours
of the day had brought a little ease.",Henry James,james_turn_of_the_screw
"“Oh, yes!” And we exchanged there, in the stillness, a sound of the
oddest amusement. Then I went on: “At all events, while he was with the
man—” “Miss Flora was with the woman. It suited them all!” It suited me, too, I felt, only too well; by which I mean that it
suited exactly the particularly deadly view I was in the very act of
forbidding myself to entertain. But I so far succeeded in checking the
expression of this view that I will throw, just here, no further light
on it than may be offered by the mention of my final observation to
Mrs. Grose. “His having lied and been impudent are, I confess, less
engaging specimens than I had hoped to have from you of the outbreak in
him of the little natural man. Still,” I mused, “They must do, for they
make me feel more than ever that I must watch.” It made me blush, the next minute, to see in my friend’s face how much
more unreservedly she had forgiven him than her anecdote struck me as
presenting to my own tenderness an occasion for doing. This came out
when, at the schoolroom door, she quitted me. “Surely you don’t accuse
_him_—”",Henry James,james_turn_of_the_screw
"“And is the record yours? You took the thing down?” “Nothing but the impression. I took that _here_”—he tapped his heart.
“I’ve never lost it.” “Is in old, faded ink, and in the most beautiful hand.” He hung fire
again. “A woman’s. She has been dead these twenty years. She sent me
the pages in question before she died.” They were all listening now,
and of course there was somebody to be arch, or at any rate to draw the
inference. But if he put the inference by without a smile it was also
without irritation. “She was a most charming person, but she was ten
years older than I. She was my sister’s governess,” he quietly said.
“She was the most agreeable woman I’ve ever known in her position; she
would have been worthy of any whatever. It was long ago, and this
episode was long before. I was at Trinity, and I found her at home on
my coming down the second summer. I was much there that year—it was a
beautiful one; and we had, in her off-hours, some strolls and talks in
the garden—talks in which she struck me as awfully clever and nice. Oh
yes; don’t grin: I liked her extremely and am glad to this day to think
she liked me, too. If she hadn’t she wouldn’t have told me. She had
never told anyone. It wasn’t simply that she said so, but that I knew
she hadn’t. I was sure; I could see. You’ll easily judge why when you
hear.”",Henry James,james_turn_of_the_screw
"It was plump, one afternoon, in the middle of my very hour: the
children were tucked away, and I had come out for my stroll. One of the
thoughts that, as I don’t in the least shrink now from noting, used to
be with me in these wanderings was that it would be as charming as a
charming story suddenly to meet someone. Someone would appear there at
the turn of a path and would stand before me and smile and approve. I
didn’t ask more than that—I only asked that he should _know;_ and the
only way to be sure he knew would be to see it, and the kind light of
it, in his handsome face. That was exactly present to me—by which I
mean the face was—when, on the first of these occasions, at the end of
a long June day, I stopped short on emerging from one of the
plantations and coming into view of the house. What arrested me on the
spot—and with a shock much greater than any vision had allowed for—was
the sense that my imagination had, in a flash, turned real. He did
stand there!—but high up, beyond the lawn and at the very top of the
tower to which, on that first morning, little Flora had conducted me.
This tower was one of a pair—square, incongruous, crenelated
structures—that were distinguished, for some reason, though I could see
little difference, as the new and the old. They flanked opposite ends
of the house and were probably architectural absurdities, redeemed in a
measure indeed by not being wholly disengaged nor of a height too
pretentious, dating, in their gingerbread antiquity, from a romantic
revival that was already a respectable past. I admired them, had
fancies about them, for we could all profit in a degree, especially
when they loomed through the dusk, by the grandeur of their actual
battlements; yet it was not at such an elevation that the figure I had
so often invoked seemed most in place.",Henry James,james_turn_of_the_screw
"I found myself prompt. “She’s _not_ too ill to travel: she only might
have become so if she had stayed. This was just the moment to seize.
The journey will dissipate the influence”—oh, I was grand!—“and carry
it off.” “I see, I see”—Miles, for that matter, was grand, too. He settled to
his repast with the charming little “table manner” that, from the day
of his arrival, had relieved me of all grossness of admonition.
Whatever he had been driven from school for, it was not for ugly
feeding. He was irreproachable, as always, today; but he was
unmistakably more conscious. He was discernibly trying to take for
granted more things than he found, without assistance, quite easy; and
he dropped into peaceful silence while he felt his situation. Our meal
was of the briefest—mine a vain pretense, and I had the things
immediately removed. While this was done Miles stood again with his
hands in his little pockets and his back to me—stood and looked out of
the wide window through which, that other day, I had seen what pulled
me up. We continued silent while the maid was with us—as silent, it
whimsically occurred to me, as some young couple who, on their wedding
journey, at the inn, feel shy in the presence of the waiter. He turned
round only when the waiter had left us. “Well—so we’re alone!”",Henry James,james_turn_of_the_screw
"A secret hoard of indifference--like a thick cake a fond old nurse might have slipped into his first school outfit--came to his aid and helped to reconcile him to sacrifice; since at the best he was too ill for aught but that arduous game. As he said to himself, there was really nothing he had wanted very much to do, so that he had at least not renounced the field of valour. At present, however, the fragrance of forbidden fruit seemed occasionally to float past him and remind him that the finest of pleasures is the rush of action. Living as he now lived was like reading a good book in a poor translation--a meagre entertainment for a young man who felt that he might have been an excellent linguist. He had good winters and poor winters, and while the former lasted he was sometimes the sport of a vision of virtual recovery. But this vision was dispelled some three years before the occurrence of the incidents with which this history opens: he had on that occasion remained later than usual in England and had been overtaken by bad weather before reaching Algiers. He arrived more dead than alive and lay there for several weeks between life and death. His convalescence was a miracle, but the first use he made of it was to assure himself that such miracles happen but once. He said to himself that his hour was in sight and that it behoved him to keep his eyes upon it, yet that it was also open to him to spend the interval as agreeably as might be consistent with such a preoccupation. With the prospect of losing them the simple use of his faculties became an exquisite pleasure; it seemed to him the joys of contemplation had never been sounded. He was far from the time when he had found it hard that he should be obliged to give up the idea of distinguishing himself; an idea none the less importunate for being vague and none the less delightful for having had to struggle in the same breast with bursts of inspiring self-criticism. His friends at present judged him more cheerful, and attributed it to a theory, over which they shook their heads knowingly, that he would recover his health. His serenity was but the array of wild flowers niched in his ruin.",Henry James,james_portrait_of_a_lady
"Pansy had on a scant white dress, and her fair hair was neatly arranged in a net; she wore her small shoes tied sandal-fashion about her ankles. She made Isabel a little conventual curtsey and then came to be kissed. The Countess Gemini simply nodded without getting up: Isabel could see she was a woman of high fashion. She was thin and dark and not at all pretty, having features that suggested some tropical bird--a long beak-like nose, small, quickly-moving eyes and a mouth and chin that receded extremely. Her expression, however, thanks to various intensities of emphasis and wonder, of horror and joy, was not inhuman, and, as regards her appearance, it was plain she understood herself and made the most of her points. Her attire, voluminous and delicate, bristling with elegance, had the look of shimmering plumage, and her attitudes were as light and sudden as those of a creature who perched upon twigs. She had a great deal of manner; Isabel, who had never known any one with so much manner, immediately classed her as the most affected of women. She remembered that Ralph had not recommended her as an acquaintance; but she was ready to acknowledge that to a casual view the Countess Gemini revealed no depths. Her demonstrations suggested the violent waving of some flag of general truce--white silk with fluttering streamers.",Henry James,james_portrait_of_a_lady
"It stood upon a low hill, above the river--the river being the Thames at some forty miles from London. A long gabled front of red brick, with the complexion of which time and the weather had played all sorts of pictorial tricks, only, however, to improve and refine it, presented to the lawn its patches of ivy, its clustered chimneys, its windows smothered in creepers. The house had a name and a history; the old gentleman taking his tea would have been delighted to tell you these things: how it had been built under Edward the Sixth, had offered a night’s hospitality to the great Elizabeth (whose august person had extended itself upon a huge, magnificent and terribly angular bed which still formed the principal honour of the sleeping apartments), had been a good deal bruised and defaced in Cromwell’s wars, and then, under the Restoration, repaired and much enlarged; and how, finally, after having been remodelled and disfigured in the eighteenth century, it had passed into the careful keeping of a shrewd American banker, who had bought it originally because (owing to circumstances too complicated to set forth) it was offered at a great bargain: bought it with much grumbling at its ugliness, its antiquity, its incommodity, and who now, at the end of twenty years, had become conscious of a real aesthetic passion for it, so that he knew all its points and would tell you just where to stand to see them in combination and just the hour when the shadows of its various protuberances which fell so softly upon the warm, weary brickwork--were of the right measure. Besides this, as I have said, he could have counted off most of the successive owners and occupants, several of whom were known to general fame; doing so, however, with an undemonstrative conviction that the latest phase of its destiny was not the least honourable. The front of the house overlooking that portion of the lawn with which we are concerned was not the entrance-front; this was in quite another quarter. Privacy here reigned supreme, and the wide carpet of turf that covered the level hill-top seemed but the extension of a luxurious interior. The great still oaks and beeches flung down a shade as dense as that of velvet curtains; and the place was furnished, like a room, with cushioned seats, with rich-coloured rugs, with the books and",Henry James,james_portrait_of_a_lady
"These things now, as memory played over them, resolved themselves into a multitude of scenes and figures. Forgotten things came back to her; many others, which she had lately thought of great moment, dropped out of sight. The result was kaleidoscopic, but the movement of the instrument was checked at last by the servant’s coming in with the name of a gentleman. The name of the gentleman was Caspar Goodwood; he was a straight young man from Boston, who had known Miss Archer for the last twelvemonth and who, thinking her the most beautiful young woman of her time, had pronounced the time, according to the rule I have hinted at, a foolish period of history. He sometimes wrote to her and had within a week or two written from New York. She had thought it very possible he would come in--had indeed all the rainy day been vaguely expecting him. Now that she learned he was there, nevertheless, she felt no eagerness to receive him. He was the finest young man she had ever seen, was indeed quite a splendid young man; he inspired her with a sentiment of high, of rare respect. She had never felt equally moved to it by any other person. He was supposed by the world in general to wish to marry her, but this of course was between themselves. It at least may be affirmed that he had travelled from New York to Albany expressly to see her; having learned in the former city, where he was spending a few days and where he had hoped to find her, that she was still at the State capital. Isabel delayed for some minutes to go to him; she moved about the room with a new sense of complications. But at last she presented herself and found him standing near the lamp. He was tall, strong and somewhat stiff; he was also lean and brown. He was not romantically, he was much rather obscurely, handsome; but his physiognomy had an air of requesting your attention, which it rewarded according to the charm you found in blue eyes of remarkable fixedness, the eyes of a complexion other than his own, and a jaw of the somewhat angular mould which is supposed to bespeak resolution. Isabel said to herself that it bespoke resolution to-night; in spite of which, in half an hour, Caspar Goodwood, who had arrived",Henry James,james_portrait_of_a_lady
"Miss Stackpole, in this undertaking, appeared to shrink from no effort; resorting largely, whenever the opportunity offered, to the natural expedient of interrogation. On the following day the weather was bad, and in the afternoon the young man, by way of providing indoor amusement, offered to show her the pictures. Henrietta strolled through the long gallery in his society, while he pointed out its principal ornaments and mentioned the painters and subjects. Miss Stackpole looked at the pictures in perfect silence, committing herself to no opinion, and Ralph was gratified by the fact that she delivered herself of none of the little ready-made ejaculations of delight of which the visitors to Gardencourt were so frequently lavish. This young lady indeed, to do her justice, was but little addicted to the use of conventional terms; there was something earnest and inventive in her tone, which at times, in its strained deliberation, suggested a person of high culture speaking a foreign language. Ralph Touchett subsequently learned that she had at one time officiated as art critic to a journal of the other world; but she appeared, in spite of this fact, to carry in her pocket none of the small change of admiration. Suddenly, just after he had called her attention to a charming Constable, she turned and looked at him as if he himself had been a picture.",Henry James,james_portrait_of_a_lady
"could only be for him an idle pursuit, leading to nothing and profiting little to any one. His cousin had not yet seemed to him so charming as during these days spent in sounding, tourist-fashion, the deeps and shallows of the metropolitan element. Isabel was full of premises, conclusions, emotions; if she had come in search of local colour she found it everywhere. She asked more questions than he could answer, and launched brave theories, as to historic cause and social effect, that he was equally unable to accept or to refute. The party went more than once to the British Museum and to that brighter palace of art which reclaims for antique variety so large an area of a monotonous suburb; they spent a morning in the Abbey and went on a penny-steamer to the Tower; they looked at pictures both in public and private collections and sat on various occasions beneath the great trees in Kensington Gardens. Henrietta proved an indestructible sight-seer and a more lenient judge than Ralph had ventured to hope. She had indeed many disappointments, and London at large suffered from her vivid remembrance of the strong points of the American civic idea; but she made the best of its dingy dignities and only heaved an occasional sigh and uttered a desultory “Well!” which led no further and lost itself in retrospect. The truth was that, as she said herself, she was not in her element. “I’ve not a sympathy with inanimate objects,” she remarked to Isabel at the National Gallery; and she continued to suffer from the meagreness of the glimpse that had as yet been vouchsafed to her of the inner life. Landscapes by Turner and Assyrian bulls were a poor substitute for the literary dinner-parties at which she had hoped to meet the genius and renown of Great Britain.",Henry James,james_portrait_of_a_lady
