excerpt,author,book,bucket
"Anna listened to him in speechless misery. Every word he spoke threw back a disintegrating light on their own past. He had come to her with an open face and a clear conscience--come to her from this! If his security was the security of falsehood it was horrible; if it meant that he had forgotten, it was worse. She would have liked to stop her ears, to close her eyes, to shut out every sight and sound and suggestion of a world in which such things could be; and at the same time she was tormented by the desire to know more, to understand better, to feel herself less ignorant and inexpert in matters which made so much of the stuff of human experience. What did he mean by “a moment’s folly, a flash of madness”? How did people enter on such adventures, how pass out of them without more visible traces of their havoc? Her imagination recoiled from the vision of a sudden debasing familiarity: it seemed to her that her thoughts would never again be pure...",Edith Wharton,wharton_the_reef,long
"But he came; and with the sight of him the turmoil fell and she felt herself reassured, rehabilitated. He arrived toward dusk, and she motored to Francheuil to meet him. She wanted to see him as soon as possible, for she had divined, through the new insight that was in her, that only his presence could restore her to a normal view of things. In the motor, as they left the town and turned into the high-road, he lifted her hand and kissed it, and she leaned against him, and felt the currents flow between them. She was grateful to him for not saying anything, and for not expecting her to speak. She said to herself: “He never makes a mistake--he always knows what to do”; and then she thought with a start that it was doubtless because he had so often been in such situations. The idea that his tact was a kind of professional expertness filled her with repugnance, and insensibly she drew away from him. He made no motion to bring her nearer, and she instantly thought that that was calculated too. She sat beside him in frozen misery, wondering whether, henceforth, she would measure in this way his every look and gesture. Neither of them spoke again till the motor turned under the dark arch of the avenue, and they saw the lights of Givre twinkling at its end. Then Darrow laid his hand on hers and said: “I know, dear--” and the hardness in her melted. “He’s suffering as I am,” she thought; and for a moment the baleful fact between them seemed to draw them closer instead of walling them up in their separate wretchedness.",Edith Wharton,wharton_the_reef,long
"Gradually, as the moments passed, Anna began to feel the reaction which, in moments of extreme nervous tension, follows on any effort of the will. She seemed to have gone as far as her courage would carry her, and she shrank more and more from the thought of Miss Painter’s return, since whatever information the latter brought would necessitate some fresh decision. What should she say to Owen if she found him? What could she say that should not betray the one thing she would give her life to hide from him? “Give her life”--how the phrase derided her! It was a gift she would not have bestowed on her worst enemy. She would not have had Sophy Viner live the hours she was living now... She tried again to look steadily and calmly at the picture that the image of the girl evoked. She had an idea that she ought to accustom herself to its contemplation. If life was like that, why the sooner one got used to it the better...But no! Life was not like that. Her adventure was a hideous accident. She dreaded above all the temptation to generalise from her own case, to doubt the high things she had lived by and seek a cheap solace in belittling what fate had refused her. There was such love as she had dreamed, and she meant to go on believing in it, and cherishing the thought that she was worthy of it. What had happened to her was grotesque and mean and miserable; but she herself was none of these things, and never, never would she make of herself the mock that fate had made of her...",Edith Wharton,wharton_the_reef,long
"In honour of the double betrothal Effie and Miss Viner were to appear that evening at dinner; and Darrow, on leaving his room, met the little girl springing down the stairs, her white ruffles and coral-coloured bows making her look like a daisy with her yellow hair for its centre. Sophy Viner was behind her pupil, and as she came into the light Darrow noticed a change in her appearance and wondered vaguely why she looked suddenly younger, more vivid, more like the little luminous ghost of his Paris memories. Then it occurred to him that it was the first time she had appeared at dinner since his arrival at Givre, and the first time, consequently, that he had seen her in evening dress. She was still at the age when the least adornment embellishes; and no doubt the mere uncovering of her young throat and neck had given her back her former brightness. But a second glance showed a more precise reason for his impression. Vaguely though he retained such details, he felt sure she was wearing the dress he had seen her in every evening in Paris. It was a simple enough dress, black, and transparent on the arms and shoulders, and he would probably not have recognized it if she had not called his attention to it in Paris by confessing that she hadn’t any other. “The same dress? That proves that she’s forgotten!” was his first half-ironic thought; but the next moment, with a pang of compunction, he said to himself that she had probably put it on for the same reason as before: simply because she hadn’t any other.",Edith Wharton,wharton_the_reef,long
"Darrow, sunk in a sofa corner in the lee of Miss Painter’s granite bulk, smoked and listened in silence, his eyes moving from one figure to another. Madame de Chantelle, in her armchair near the fire, clasped her little granddaughter to her with the gesture of a drawing-room Niobe, and Anna, seated near them, had fallen into one of the attitudes of vivid calm which seemed to Darrow to express her inmost quality. Sophy Viner, after moving uncertainly about the room, had placed herself beyond Mrs. Leath, in a chair near the piano, where she sat with head thrown back and eyes attached to the musician, in the same rapt fixity of attention with which she had followed the players at the Francais. The accident of her having fallen into the same attitude, and of her wearing the same dress, gave Darrow, as he watched her, a strange sense of double consciousness. To escape from it, his glance turned back to Anna; but from the point at which he was placed his eyes could not take in the one face without the other, and that renewed the disturbing duality of the impression. Suddenly Owen broke off with a crash of chords and jumped to his feet.",Edith Wharton,wharton_the_reef,long
"“Oh, but only indirectly. When we had that odious adventure with Mademoiselle Grumeau, who’d been so highly recommended by Monsieur de Chantelle’s aunt, the Chanoinesse, Adelaide was of course sent for, and she said at once: ‘I’m not the least bit surprised. I’ve always told you that what you wanted for Effie was a sweet American girl, and not one of these nasty foreigners.’ Unluckily she couldn’t, at the moment, put her hand on a sweet American; but she presently heard of Miss Viner through the Farlows, an excellent couple who live in the Quartier Latin and write about French life for the American papers. I was only too thankful to find anyone who was vouched for by decent people; and so far I’ve had no cause to regret my choice. But I know, after all, very little about Miss Viner; and there are all kinds of reasons why I want, as soon as possible, to find out more--to find out all I can.”",Edith Wharton,wharton_the_reef,long
"Darrow and Anna, with Effie between them, strolled to the farther corner of the terrace. Below them, between the fringes of the park, the lawn sloped dimly to the fields above the river. For a few minutes they stood silently side by side, touched to peace beneath the trembling beauty of the sky. When they turned back, Darrow saw that Owen and Sophy Viner, who had gone down the steps to the garden, were also walking in the direction of the house. As they advanced, Sophy paused in a patch of moonlight, between the sharp shadows of the yews, and Darrow noticed that she had thrown over her shoulders a long cloak of some light colour, which suddenly evoked her image as she had entered the restaurant at his side on the night of their first dinner in Paris. A moment later they were all together again on the terrace, and when they re-entered the drawing-room the older ladies were on their way to bed.",Edith Wharton,wharton_the_reef,long
"He turned and saw the little girl trotting back to them, her hand in Owen Leath’s. Even through the stir of his subsiding excitement Darrow was at once aware of the change effected by the young man’s approach. For a moment Sophy Viner’s cheeks burned redder; then they faded to the paleness of white petals. She lost, however, nothing of the bright bravery which it was her way to turn on the unexpected. Perhaps no one less familiar with her face than Darrow would have discerned the tension of the smile she transferred from himself to Owen Leath, or have remarked that her eyes had hardened from misty grey to a shining darkness. But her observer was less struck by this than by the corresponding change in Owen Leath. The latter, when he came in sight, had been laughing and talking unconcernedly with Effie; but as his eye fell on Miss Viner his expression altered as suddenly as hers.",Edith Wharton,wharton_the_reef,long
"How he was to prevent it he did not know: to his tormented imagination every issue seemed closed. For a fantastic instant he was moved to follow Madame de Chantelle’s suggestion and urge Anna to withdraw her approval. If his reticence, his efforts to avoid the subject, had not escaped her, she had doubtless set them down to the fact of his knowing more, and thinking less, of Sophy Viner than he had been willing to admit; and he might take advantage of this to turn her mind gradually from the project. Yet how do so without betraying his insincerity? If he had had nothing to hide he could easily have said: “It’s one thing to know nothing against the girl, it’s another to pretend that I think her a good match for Owen.” But could he say even so much without betraying more? It was not Anna’s questions, or his answers to them, that he feared, but what might cry aloud in the intervals between them. He understood now that ever since Sophy Viner’s arrival at Givre he had felt in Anna the lurking sense of something unexpressed, and perhaps inexpressible, between the girl and himself...When at last he fell asleep he had fatalistically committed his next step to the chances of the morrow.",Edith Wharton,wharton_the_reef,long
"This partly consoled her for missing so much of what made their “good time”; but the resulting sense of exclusion, of being somehow laughingly but firmly debarred from a share of their privileges, threw her back on herself and deepened the reserve which made envious mothers cite her as a model of ladylike repression. Love, she told herself, would one day release her from this spell of unreality. She was persuaded that the sublime passion was the key to the enigma; but it was difficult to relate her conception of love to the forms it wore in her experience. Two or three of the girls she had envied for their superior acquaintance with the arts of life had contracted, in the course of time, what were variously described as “romantic” or “foolish” marriages; one even made a runaway match, and languished for a while under a cloud of social reprobation. Here, then, was passion in action, romance converted to reality; yet the heroines of these exploits returned from them untransfigured, and their husbands were as dull as ever when one had to sit next to them at dinner.",Edith Wharton,wharton_the_reef,long
"Perhaps but for the rain it might never have happened; but what was the use of thinking of that now? He tried to turn his thoughts to more urgent issues; but, by a strange perversity of association, every detail of the day was forcing itself on his mind with an insistence from which there was no escape. Reluctantly he relived the long wet walk back to the hotel, after a tedious hour at a cinematograph show on the Boulevard. It was still raining when they withdrew from this stale spectacle, but she had obstinately refused to take a cab, had even, on the way, insisted on loitering under the dripping awnings of shop-windows and poking into draughty passages, and finally, when they had nearly reached their destination, had gone so far as to suggest that they should turn back to hunt up some show she had heard of in a theatre at the Batignolles. But at that he had somewhat irritably protested: he remembered that, for the first time, they were both rather irritable, and vaguely disposed to resist one another’s suggestions. His feet were wet, and he was tired of walking, and sick of the smell of stuffy unaired theatres, and he had said he must really get back to write some letters--and so they had kept on to the hotel...",Edith Wharton,wharton_the_reef,long
"She spoke eagerly, persuasively, almost on a note of pleading. She had, in truth, so many reasons for wanting Sophy to like her: her love for Owen, her solicitude for Effie, and her own sense of the girl’s fine mettle. She had always felt a romantic and almost humble admiration for those members of her sex who, from force of will, or the constraint of circumstances, had plunged into the conflict from which fate had so persistently excluded her. There were even moments when she fancied herself vaguely to blame for her immunity, and felt that she ought somehow to have affronted the perils and hardships which refused to come to her. And now, as she sat looking at Sophy Viner, so small, so slight, so visibly defenceless and undone, she still felt, through all the superiority of her worldly advantages and her seeming maturity, the same odd sense of ignorance and inexperience. She could not have said what there was in the girl’s manner and expression to give her this feeling, but she was reminded, as she looked at Sophy Viner, of the other girls she had known in her youth, the girls who seemed possessed of a secret she had missed. Yes, Sophy Viner had their look--almost the obscurely menacing look of Kitty Mayne...Anna, with an inward smile, brushed aside the image of this forgotten rival. But she had felt, deep down, a twinge of the old pain, and she was sorry that, even for the flash of a thought, Owen’s betrothed should have reminded her of so different a woman...",Edith Wharton,wharton_the_reef,long
"Darrow had announced his intention of coming soon after luncheon, and the morning was already so far advanced that Anna, still mistrustful of her strength, decided to drive immediately to the address Mrs. Farlow had given. On the way there she tried to recall what she had heard of Sophy Viner’s sister, but beyond the girl’s enthusiastic report of the absent Laura’s loveliness she could remember only certain vague allusions of Mrs. Farlow’s to her artistic endowments and matrimonial vicissitudes. Darrow had mentioned her but once, and in the briefest terms, as having apparently very little concern for Sophy’s welfare, and being, at any rate, too geographically remote to give her any practical support; and Anna wondered what chance had brought her to her sister’s side at this conjunction. Mrs. Farlow had spoken of her as a celebrity (in what line Anna failed to recall); but Mrs. Farlow’s celebrities were legion, and the name on the slip of paper--Mrs. McTarvie-Birch--did not seem to have any definite association with fame.",Edith Wharton,wharton_the_reef,long
"“If she does, she may not want to give it to you. I daresay the sister’s one of the dreadful people. I’ve no doubt that with a little time you could rake up dozens of them: have her ‘traced’, as they call it in detective stories. I don’t think you’d frighten Owen, but you might: it’s natural enough he should have been corrupted by those foreign ideas. You might even manage to part him from the girl; but you couldn’t keep him from being in love with her. I saw that when I looked them over last evening. I said to myself: ‘It’s a real old-fashioned American case, as sweet and sound as home-made bread.’ Well, if you take his loaf away from him, what are you going to feed him with instead? Which of your nasty Paris poisons do you think he’ll turn to? Supposing you succeed in keeping him out of a really bad mess--and, knowing the young man as I do, I rather think that, at this crisis, the only way to do it would be to marry him slap off to somebody else--well, then, who, may I ask, would you pick out? One of your sweet French ingenues, I suppose? With as much mind as a minnow and as much snap as a soft-boiled egg. You might hustle him into that kind of marriage; I daresay you could--but if I know Owen, the natural thing would happen before the first baby was weaned.”",Edith Wharton,wharton_the_reef,long
"She wandered on for more than an hour, and when she returned to the house she saw, as she entered the hall, that Darrow was seated at the desk in Owen’s study. He heard her step, and looking up turned in his chair without rising. Their eyes met, and she saw that his were clear and smiling. He had a heap of papers at his elbow and was evidently engaged in some official correspondence. She wondered that he could address himself so composedly to his task, and then ironically reflected that such detachment was a sign of his superiority. She crossed the threshold and went toward him; but as she advanced she had a sudden vision of Owen, standing outside in the cold autumn dusk and watching Darrow and Sophy Viner as they faced each other across the lamplit desk...The evocation was so vivid that it caught her breath like a blow, and she sank down helplessly on the divan among the piled-up books. Distinctly, at the moment, she understood that the end had come. “When he speaks to me I will tell him!” she thought...",Edith Wharton,wharton_the_reef,long
"The very slightness, vagueness, of the memory gave it an added poignancy. He felt the mystic pang of the parent for a child which has just breathed and died. Why had it happened thus, when the least shifting of influences might have made it all so different? If she had been given to him then he would have put warmth in her veins and light in her eyes: would have made her a woman through and through. Musing thus, he had the sense of waste that is the bitterest harvest of experience. A love like his might have given her the divine gift of self-renewal; and now he saw her fated to wane into old age repeating the same gestures, echoing the words she had always heard, and perhaps never guessing that, just outside her glazed and curtained consciousness, life rolled away, a vast blackness starred with lights, like the night landscape beyond the windows of the train.",Edith Wharton,wharton_the_reef,long
"He was sufficiently self-possessed to tell himself that it was doubtless due to causes with which he was not directly concerned. He knew the question of Owen’s marriage was soon to be raised, and the abrupt alteration in the young man’s mood made it seem probable that he was himself the centre of the atmospheric disturbance. For a moment it occurred to Darrow that Anna might have employed her afternoon in preparing Madame de Chantelle for her grandson’s impending announcement; but a glance at the elder lady’s unclouded brow showed that he must seek elsewhere the clue to Owen’s taciturnity and his step-mother’s concern. Possibly Anna had found reason to change her own attitude in the matter, and had made the change known to Owen. But this, again, was negatived by the fact that, during the afternoon’s shooting, young Leath had been in a mood of almost extravagant expansiveness, and that, from the moment of his late return to the house till just before dinner, there had been, to Darrow’s certain knowledge, no possibility of a private talk between himself and his step-mother.",Edith Wharton,wharton_the_reef,long
"But, instead of going straight back to the office to-day, Mary turned into the British Museum, and strolled down the gallery with the shapes of stone until she found an empty seat directly beneath the gaze of the Elgin marbles. She looked at them, and seemed, as usual, borne up on some wave of exaltation and emotion, by which her life at once became solemn and beautiful—an impression which was due as much, perhaps, to the solitude and chill and silence of the gallery as to the actual beauty of the statues. One must suppose, at least, that her emotions were not purely esthetic, because, after she had gazed at the Ulysses for a minute or two, she began to think about Ralph Denham. So secure did she feel with these silent shapes that she almost yielded to an impulse to say “I am in love with you” aloud. The presence of this immense and enduring beauty made her almost alarmingly conscious of her desire, and at the same time proud of a feeling which did not display anything like the same proportions when she was going about her daily work.",Virginia Woolf,woolf_night_and_day,long
"At the end of a fairly hard day’s work it was certainly something of an effort to clear one’s room, to pull the mattress off one’s bed, and lay it on the floor, to fill a pitcher with cold coffee, and to sweep a long table clear for plates and cups and saucers, with pyramids of little pink biscuits between them; but when these alterations were effected, Mary felt a lightness of spirit come to her, as if she had put off the stout stuff of her working hours and slipped over her entire being some vesture of thin, bright silk. She knelt before the fire and looked out into the room. The light fell softly, but with clear radiance, through shades of yellow and blue paper, and the room, which was set with one or two sofas resembling grassy mounds in their lack of shape, looked unusually large and quiet. Mary was led to think of the heights of a Sussex down, and the swelling green circle of some camp of ancient warriors. The moonlight would be falling there so peacefully now, and she could fancy the rough pathway of silver upon the wrinkled skin of the sea.",Virginia Woolf,woolf_night_and_day,long
"“And now,” she continued, having received the information and the pot of honey, having been introduced to Mary, and having insisted that they should accompany her back to the ruins, since in a town with so many turnings, such prospects, such delightful little half-naked boys dabbling in pools, such Venetian canals, such old blue china in the curiosity shops, it was impossible for one person all alone to find her way to the ruins. “Now,” she exclaimed, “please tell me what you’re doing here, Mr. Denham—for you _are_ Mr. Denham, aren’t you?” she inquired, gazing at him with a sudden suspicion of her own accuracy. “The brilliant young man who writes for the Review, I mean? Only yesterday my husband was telling me he thought you one of the cleverest young men he knew. Certainly, you’ve been the messenger of Providence to me, for unless I’d seen you I’m sure I should never have found the ruins at all.”",Virginia Woolf,woolf_night_and_day,long
"The door would open, and Mr. Clacton would come in to search for a certain leaflet buried beneath a pyramid of leaflets. He was a thin, sandy-haired man of about thirty-five, spoke with a Cockney accent, and had about him a frugal look, as if nature had not dealt generously with him in any way, which, naturally, prevented him from dealing generously with other people. When he had found his leaflet, and offered a few jocular hints upon keeping papers in order, the typewriting would stop abruptly, and Mrs. Seal would burst into the room with a letter which needed explanation in her hand. This was a more serious interruption than the other, because she never knew exactly what she wanted, and half a dozen requests would bolt from her, no one of which was clearly stated. Dressed in plum-colored velveteen, with short, gray hair, and a face that seemed permanently flushed with philanthropic enthusiasm, she was always in a hurry, and always in some disorder. She wore two crucifixes, which got themselves entangled in a heavy gold chain upon her breast, and seemed to Mary expressive of her mental ambiguity. Only her vast enthusiasm and her worship of Miss Markham, one of the pioneers of the society, kept her in her place, for which she had no sound qualification.",Virginia Woolf,woolf_night_and_day,long
"At these words Mrs. Milvain rose and stood for a moment beside her niece. She had never met with such treatment before, and she did not know with what weapons to break down the terrible wall of resistance offered her by one who, by virtue of youth and beauty and sex, should have been all tears and supplications. But Mrs. Milvain herself was obstinate; upon a matter of this kind she could not admit that she was either beaten or mistaken. She beheld herself the champion of married love in its purity and supremacy; what her niece stood for she was quite unable to say, but she was filled with the gravest suspicions. The old woman and the young woman stood side by side in unbroken silence. Mrs. Milvain could not make up her mind to withdraw while her principles trembled in the balance and her curiosity remained unappeased. She ransacked her mind for some question that should force Katharine to enlighten her, but the supply was limited, the choice difficult, and while she hesitated the door opened and William Rodney came in. He carried in his hand an enormous and splendid bunch of white and purple flowers, and, either not seeing Mrs. Milvain, or disregarding her, he advanced straight to Katharine, and presented the flowers with the words:",Virginia Woolf,woolf_night_and_day,long
"Katharine turned at once to the dining-room. But with her fingers upon the handle, she held back. Perhaps she realized that this was a moment which would never come again. Perhaps, for a second, it seemed to her that no reality could equal the imagination she had formed. Perhaps she was restrained by some vague fear or anticipation, which made her dread any exchange or interruption. But if these doubts and fears or this supreme bliss restrained her, it was only for a moment. In another second she had turned the handle and, biting her lip to control herself, she opened the door upon Ralph Denham. An extraordinary clearness of sight seemed to possess her on beholding him. So little, so single, so separate from all else he appeared, who had been the cause of these extreme agitations and aspirations. She could have laughed in his face. But, gaining upon this clearness of sight against her will, and to her dislike, was a flood of confusion, of relief, of certainty, of humility, of desire no longer to strive and to discriminate, yielding to which, she let herself sink within his arms and confessed her love.",Virginia Woolf,woolf_night_and_day,long
"He was a curious-looking man since, upon first sight, especially if he chanced to be talking with animation, he appeared, in some way, ridiculous; but, next moment, in repose, his face, with its large nose, thin cheeks and lips expressing the utmost sensibility, somehow recalled a Roman head bound with laurel, cut upon a circle of semi-transparent reddish stone. It had dignity and character. By profession a clerk in a Government office, he was one of those martyred spirits to whom literature is at once a source of divine joy and of almost intolerable irritation. Not content to rest in their love of it, they must attempt to practise it themselves, and they are generally endowed with very little facility in composition. They condemn whatever they produce. Moreover, the violence of their feelings is such that they seldom meet with adequate sympathy, and being rendered very sensitive by their cultivated perceptions, suffer constant slights both to their own persons and to the thing they worship. But Rodney could never resist making trial of the sympathies of any one who seemed favorably disposed, and Denham’s praise had stimulated his very susceptible vanity.",Virginia Woolf,woolf_night_and_day,long
"“It’s about the best place in England,” Ralph replied. They were all gratified by this praise of their native county; and Mary now had the pleasure of hearing these short questions and answers lose their undertone of suspicious inspection, so far as her brothers were concerned, and develop into a genuine conversation about the habits of birds which afterwards turned to a discussion as to the habits of solicitors, in which it was scarcely necessary for her to take part. She was pleased to see that her brothers liked Ralph, to the extent, that is, of wishing to secure his good opinion. Whether or not he liked them it was impossible to tell from his kind but experienced manner. Now and then she fed the fire with a fresh log, and as the room filled with the fine, dry heat of burning wood, they all, with the exception of Elizabeth, who was outside the range of the fire, felt less and less anxious about the effect they were making, and more and more inclined for sleep. At this moment a vehement scratching was heard on the door.",Virginia Woolf,woolf_night_and_day,long
"Katharine took them with a glance that Mrs. Milvain did not fail to intercept. But with all her experience, she did not know what to make of it. She watched anxiously for further illumination. William greeted her without obvious sign of guilt, and, explaining that he had a holiday, both he and Katharine seemed to take it for granted that his holiday should be celebrated with flowers and spent in Cheyne Walk. A pause followed; that, too, was natural; and Mrs. Milvain began to feel that she laid herself open to a charge of selfishness if she stayed. The mere presence of a young man had altered her disposition curiously, and filled her with a desire for a scene which should end in an emotional forgiveness. She would have given much to clasp both nephew and niece in her arms. But she could not flatter herself that any hope of the customary exaltation remained.",Virginia Woolf,woolf_night_and_day,long
"Mr. Hilbery looked instinctively at the carpet. Remarkably enough, the ring had rolled to the very point where he stood. He saw the rubies touching the tip of his boot. Such is the force of habit that he could not refrain from stooping, with an absurd little thrill of pleasure at being the one to find what others were looking for, and, picking the ring up, he presented it, with a bow that was courtly in the extreme, to Cassandra. Whether the making of a bow released automatically feelings of complaisance and urbanity, Mr. Hilbery found his resentment completely washed away during the second in which he bent and straightened himself. Cassandra dared to offer her cheek and received his embrace. He nodded with some degree of stiffness to Rodney and Denham, who had both risen upon seeing him, and now altogether sat down. Mrs. Hilbery seemed to have been waiting for the entrance of her husband, and for this precise moment in order to put to him a question which, from the ardor with which she announced it, had evidently been pressing for utterance for some time past.",Virginia Woolf,woolf_night_and_day,long
"While she breathed and looked, Denham was engaged in uncovering with the point of his stick a group of green spikes half smothered by the dead leaves. He did this with the peculiar touch of the botanist. In naming the little green plant to her he used the Latin name, thus disguising some flower familiar even to Chelsea, and making her exclaim, half in amusement, at his knowledge. Her own ignorance was vast, she confessed. What did one call that tree opposite, for instance, supposing one condescended to call it by its English name? Beech or elm or sycamore? It chanced, by the testimony of a dead leaf, to be oak; and a little attention to a diagram which Denham proceeded to draw upon an envelope soon put Katharine in possession of some of the fundamental distinctions between our British trees. She then asked him to inform her about flowers. To her they were variously shaped and colored petals, poised, at different seasons of the year, upon very similar green stalks; but to him they were, in the first instance, bulbs or seeds, and later, living things endowed with sex, and pores, and susceptibilities which adapted themselves by all manner of ingenious devices to live and beget life, and could be fashioned squat or tapering, flame-colored or pale, pure or spotted, by processes which might reveal the secrets of human existence. Denham spoke with increasing ardor of a hobby which had long been his in secret. No discourse could have worn a more welcome sound in Katharine’s ears. For weeks she had heard nothing that made such pleasant music in her mind. It wakened echoes in all those remote fastnesses of her being where loneliness had brooded so long undisturbed.",Virginia Woolf,woolf_night_and_day,long
"“The simple elementary acts of justice,” she said, waving her hand towards the window, and indicating the foot-passengers and omnibuses then passing down the far side of Russell Square, “are as far beyond them as they ever were. We can only look upon ourselves, Mary, as pioneers in a wilderness. We can only go on patiently putting the truth before them. It isn’t _them_,” she continued, taking heart from her sight of the traffic, “it’s their leaders. It’s those gentlemen sitting in Parliament and drawing four hundred a year of the people’s money. If we had to put our case to the people, we should soon have justice done to us. I have always believed in the people, and I do so still. But—” She shook her head and implied that she would give them one more chance, and if they didn’t take advantage of that she couldn’t answer for the consequences.",Virginia Woolf,woolf_night_and_day,long
"“But then,” she said, ignoring the difficult problem of ugliness, “you knew you were in love; but we’re different. It seems,” she continued, frowning a little as she tried to fix the difficult feeling, “as if something came to an end suddenly—gave out—faded—an illusion—as if when we think we’re in love we make it up—we imagine what doesn’t exist. That’s why it’s impossible that we should ever marry. Always to be finding the other an illusion, and going off and forgetting about them, never to be certain that you cared, or that he wasn’t caring for some one not you at all, the horror of changing from one state to the other, being happy one moment and miserable the next—that’s the reason why we can’t possibly marry. At the same time,” she continued, “we can’t live without each other, because—” Mrs. Hilbery waited patiently for the sentence to be completed, but Katharine fell silent and fingered her sheet of figures.",Virginia Woolf,woolf_night_and_day,long
"As Cassandra Otway went about London provided with shillings that opened turnstiles, or more often with large white cards that disregarded turnstiles, the city seemed to her the most lavish and hospitable of hosts. After visiting the National Gallery, or Hertford House, or hearing Brahms or Beethoven at the Bechstein Hall, she would come back to find a new person awaiting her, in whose soul were imbedded some grains of the invaluable substance which she still called reality, and still believed that she could find. The Hilberys, as the saying is, “knew every one,” and that arrogant claim was certainly upheld by the number of houses which, within a certain area, lit their lamps at night, opened their doors after 3 p. m., and admitted the Hilberys to their dining-rooms, say, once a month. An indefinable freedom and authority of manner, shared by most of the people who lived in these houses, seemed to indicate that whether it was a question of art, music, or government, they were well within the gates, and could smile indulgently at the vast mass of humanity which is forced to wait and struggle, and pay for entrance with common coin at the door. The gates opened instantly to admit Cassandra. She was naturally critical of what went on inside, and inclined to quote what Henry would have said; but she often succeeded in contradicting Henry, in his absence, and invariably paid her partner at dinner, or the kind old lady who remembered her grandmother, the compliment of believing that there was meaning in what they said. For the sake of the light in her eager eyes, much crudity of expression and some untidiness of person were forgiven her. It was generally felt that, given a year or two of experience, introduced to good dressmakers,",Virginia Woolf,woolf_night_and_day,long
"“It’s got the old rests by the side of the fireplace, where the men hung their guns,” said Elizabeth, leading the way, with a tall brass candlestick in her hand, down a passage. “Show Mr. Denham the steps, Christopher.... When the Ecclesiastical Commissioners were here two years ago they said this was the most interesting part of the house. These narrow bricks prove that it is five hundred years old—five hundred years, I think—they may have said six.” She, too, felt an impulse to exaggerate the age of the bricks, as her father had exaggerated the number of trucks. A big lamp hung down from the center of the ceiling and, together with a fine log fire, illuminated a large and lofty room, with rafters running from wall to wall, a floor of red tiles, and a substantial fireplace built up of those narrow red bricks which were said to be five hundred years old. A few rugs and a sprinkling of arm-chairs had made this ancient kitchen into a sitting-room. Elizabeth, after pointing out the gun-racks, and the hooks for smoking hams, and other evidence of incontestable age, and explaining that Mary had had the idea of turning the room into a sitting-room—otherwise it was used for hanging out the wash and for the men to change in after shooting—considered that she had done her duty as hostess, and sat down in an upright chair directly beneath the lamp, beside a very long and narrow oak table. She placed a pair of horn spectacles upon her nose, and drew towards her a basketful of threads and wools. In a few minutes a smile came to her face, and remained there for the rest of the evening.",Virginia Woolf,woolf_night_and_day,long
"Here Rodney stopped the carriage and helped Katharine to alight. Henry, too, gave her his hand, and fancied that she pressed it very slightly in parting as if she sent him a message. But the carriage rolled on immediately, without wakening Mrs. Hilbery, and left the couple standing by the obelisk. That Rodney was angry with her and had made this opportunity for speaking to her, Katharine knew very well; she was neither glad nor sorry that the time had come, nor, indeed, knew what to expect, and thus remained silent. The carriage grew smaller and smaller upon the dusky road, and still Rodney did not speak. Perhaps, she thought, he waited until the last sign of the carriage had disappeared beneath the curve of the road and they were left entirely alone. To cloak their silence she read the writing on the obelisk, to do which she had to walk completely round it. She was murmuring a word to two of the pious lady’s thanks above her breath when Rodney joined her. In silence they set out along the cart-track which skirted the verge of the trees.",Virginia Woolf,woolf_night_and_day,long
"Like a strain of music, the effect of Katharine’s presence slowly died from the room in which Ralph sat alone. The music had ceased in the rapture of its melody. He strained to catch the faintest lingering echoes; for a moment the memory lulled him into peace; but soon it failed, and he paced the room so hungry for the sound to come again that he was conscious of no other desire left in life. She had gone without speaking; abruptly a chasm had been cut in his course, down which the tide of his being plunged in disorder; fell upon rocks; flung itself to destruction. The distress had an effect of physical ruin and disaster. He trembled; he was white; he felt exhausted, as if by a great physical effort. He sank at last into a chair standing opposite her empty one, and marked, mechanically, with his eye upon the clock, how she went farther and farther from him, was home now, and now, doubtless, again with Rodney. But it was long before he could realize these facts; the immense desire for her presence churned his senses into foam, into froth, into a haze of emotion that removed all facts from his grasp, and gave him a strange sense of distance, even from the material shapes of wall and window by which he was surrounded. The prospect of the future, now that the strength of his passion was revealed to him, appalled him.",Virginia Woolf,woolf_night_and_day,long
"“You make yourself think things you don’t think,” he continued, becoming demonstrative with his hands, as his manner was. “Believe me, Katharine, before we came here we were perfectly happy. You were full of plans for our house—the chair-covers, don’t you remember?—like any other woman who is about to be married. Now, for no reason whatever, you begin to fret about your feeling and about my feeling, with the usual result. I assure you, Katharine, I’ve been through it all myself. At one time I was always asking myself absurd questions which came to nothing either. What you want, if I may say so, is some occupation to take you out of yourself when this morbid mood comes on. If it hadn’t been for my poetry, I assure you, I should often have been very much in the same state myself. To let you into a secret,” he continued, with his little chuckle, which now sounded almost assured, “I’ve often gone home from seeing you in such a state of nerves that I had to force myself to write a page or two before I could get you out of my head. Ask Denham; he’ll tell you how he met me one night; he’ll tell you what a state he found me in.”",Virginia Woolf,woolf_night_and_day,long
